Q Value,Bot1 Result,Bot1 Position,Bot2 Result,Bot2 Position,Bot3 Result,Bot3 Position,Bot4 Result,Bot4 Position,Button Position,Fire Position
0.8,Success,"(2, 27)",Success,"(2, 27)",Success,"(2, 27)",Success,"(2, 27)","(3, 13)","(36, 4)"
0.8,Failure,"(36, 12)",Failure,"(36, 12)",Failure,"(36, 12)",Failure,"(36, 12)","(33, 37)","(38, 38)"
0.8,Failure,"(23, 38)",Failure,"(23, 38)",Failure,"(23, 38)",Failure,"(23, 38)","(16, 22)","(16, 15)"
0.8,Success,"(16, 35)",Success,"(16, 35)",Success,"(16, 35)",Success,"(16, 35)","(10, 8)","(30, 4)"
0.8,Success,"(19, 1)",Success,"(19, 1)",Success,"(19, 1)",Success,"(19, 1)","(8, 14)","(26, 37)"
0.8,Success,"(36, 6)",Failure,"(36, 6)",Failure,"(36, 6)",Success,"(36, 6)","(6, 28)","(27, 29)"
0.8,Success,"(30, 31)",Success,"(30, 31)",Success,"(30, 31)",Success,"(30, 31)","(28, 3)","(7, 34)"
0.8,Success,"(24, 4)",Success,"(24, 4)",Success,"(24, 4)",Success,"(24, 4)","(22, 3)","(34, 38)"
0.8,Failure,"(6, 3)",Failure,"(6, 3)",Failure,"(6, 3)",Failure,"(6, 3)","(32, 16)","(31, 1)"
0.8,Success,"(34, 13)",Success,"(34, 13)",Success,"(34, 13)",Success,"(34, 13)","(16, 31)","(28, 36)"
0.8,Failure,"(38, 16)",Failure,"(38, 16)",Failure,"(38, 16)",Failure,"(38, 16)","(6, 10)","(36, 4)"
0.8,Success,"(14, 35)",Failure,"(14, 35)",Success,"(14, 35)",Success,"(14, 35)","(5, 10)","(30, 20)"
0.8,Failure,"(29, 22)",Failure,"(29, 22)",Failure,"(29, 22)",Failure,"(29, 22)","(18, 38)","(31, 1)"
0.8,Success,"(38, 20)",Success,"(38, 20)",Success,"(38, 20)",Success,"(38, 20)","(30, 11)","(32, 33)"
0.8,Success,"(18, 19)",Success,"(18, 19)",Success,"(18, 19)",Success,"(18, 19)","(1, 18)","(26, 1)"
0.8,Success,"(21, 18)",Success,"(21, 18)",Success,"(21, 18)",Success,"(21, 18)","(8, 17)","(25, 26)"
0.8,Success,"(26, 31)",Success,"(26, 31)",Success,"(26, 31)",Success,"(26, 31)","(2, 27)","(36, 15)"
0.8,Success,"(26, 10)",Success,"(26, 10)",Success,"(26, 10)",Success,"(26, 10)","(6, 24)","(1, 12)"
0.8,Failure,"(23, 1)",Failure,"(23, 1)",Failure,"(23, 1)",Failure,"(23, 1)","(10, 24)","(31, 21)"
0.8,Success,"(17, 9)",Success,"(17, 9)",Success,"(17, 9)",Success,"(17, 9)","(1, 8)","(25, 33)"
0.8,Success,"(33, 26)",Success,"(33, 26)",Success,"(33, 26)",Success,"(33, 26)","(33, 15)","(11, 32)"
0.8,Failure,"(28, 4)",Success,"(28, 4)",Failure,"(28, 4)",Failure,"(28, 4)","(16, 30)","(37, 18)"
0.8,Success,"(20, 11)",Success,"(20, 11)",Success,"(20, 11)",Success,"(20, 11)","(5, 29)","(26, 36)"
0.8,Failure,"(8, 27)",Failure,"(8, 27)",Failure,"(8, 27)",Failure,"(8, 27)","(36, 26)","(16, 26)"
0.8,Success,"(6, 26)",Failure,"(6, 26)",Failure,"(6, 26)",Failure,"(6, 26)","(35, 12)","(12, 33)"
0.9,Success,"(15, 19)",Success,"(15, 19)",Success,"(15, 19)",Success,"(15, 19)","(32, 35)","(2, 1)"
0.9,Failure,"(5, 6)",Failure,"(5, 6)",Failure,"(5, 6)",Failure,"(5, 6)","(1, 32)","(3, 11)"
0.9,Failure,"(18, 23)",Failure,"(18, 23)",Failure,"(18, 23)",Failure,"(18, 23)","(13, 8)","(12, 9)"
0.9,Success,"(38, 21)",Success,"(38, 21)",Success,"(38, 21)",Success,"(38, 21)","(38, 30)","(14, 16)"
0.9,Failure,"(4, 22)",Success,"(4, 22)",Success,"(4, 22)",Success,"(4, 22)","(14, 29)","(31, 25)"
0.9,Failure,"(6, 9)",Failure,"(6, 9)",Failure,"(6, 9)",Failure,"(6, 9)","(26, 21)","(8, 25)"
0.9,Success,"(34, 28)",Success,"(34, 28)",Success,"(34, 28)",Success,"(34, 28)","(20, 9)","(36, 7)"
0.9,Success,"(9, 20)",Success,"(9, 20)",Success,"(9, 20)",Success,"(9, 20)","(1, 38)","(11, 2)"
0.9,Failure,"(20, 28)",Failure,"(20, 28)",Failure,"(20, 28)",Failure,"(20, 28)","(8, 31)","(29, 27)"
0.9,Failure,"(37, 23)",Failure,"(37, 23)",Failure,"(37, 23)",Failure,"(37, 23)","(14, 15)","(34, 20)"
0.9,Failure,"(35, 14)",Failure,"(35, 14)",Failure,"(35, 14)",Failure,"(35, 14)","(2, 28)","(6, 16)"
0.9,Success,"(5, 27)",Success,"(5, 27)",Success,"(5, 27)",Success,"(5, 27)","(7, 15)","(35, 20)"
0.9,Success,"(11, 1)",Success,"(11, 1)",Success,"(11, 1)",Success,"(11, 1)","(28, 1)","(34, 35)"
0.9,Success,"(34, 34)",Success,"(34, 34)",Success,"(34, 34)",Success,"(34, 34)","(23, 15)","(34, 29)"
0.9,Success,"(21, 27)",Success,"(21, 27)",Success,"(21, 27)",Success,"(21, 27)","(33, 6)","(35, 29)"
0.9,Failure,"(31, 32)",Failure,"(31, 32)",Failure,"(31, 32)",Failure,"(31, 32)","(12, 28)","(4, 14)"
0.9,Success,"(23, 17)",Success,"(23, 17)",Success,"(23, 17)",Success,"(23, 17)","(18, 10)","(16, 4)"
0.9,Failure,"(2, 7)",Failure,"(2, 7)",Failure,"(2, 7)",Failure,"(2, 7)","(7, 30)","(7, 37)"
0.9,Success,"(28, 7)",Success,"(28, 7)",Success,"(28, 7)",Success,"(28, 7)","(21, 21)","(37, 38)"
0.9,Failure,"(12, 3)",Failure,"(12, 3)",Failure,"(12, 3)",Failure,"(12, 3)","(38, 33)","(2, 17)"
0.9,Success,"(26, 26)",Success,"(26, 26)",Success,"(26, 26)",Success,"(26, 26)","(24, 32)","(28, 11)"
0.9,Success,"(20, 26)",Success,"(20, 26)",Success,"(20, 26)",Success,"(20, 26)","(18, 19)","(7, 12)"
0.9,Success,"(6, 8)",Success,"(6, 8)",Success,"(6, 8)",Success,"(6, 8)","(5, 1)","(34, 28)"
0.9,Success,"(23, 34)",Success,"(23, 34)",Success,"(23, 34)",Success,"(23, 34)","(35, 6)","(5, 13)"
0.9,Success,"(7, 34)",Success,"(7, 34)",Success,"(7, 34)",Success,"(7, 34)","(7, 37)","(24, 36)"
0.9,Failure,"(37, 38)",Failure,"(37, 38)",Failure,"(37, 38)",Failure,"(37, 38)","(22, 23)","(31, 17)"
0.9,Failure,"(32, 29)",Failure,"(32, 29)",Failure,"(32, 29)",Failure,"(32, 29)","(7, 37)","(7, 6)"
0.9,Failure,"(28, 34)",Failure,"(28, 34)",Failure,"(28, 34)",Failure,"(28, 34)","(33, 22)","(22, 17)"
0.9,Success,"(21, 33)",Success,"(21, 33)",Success,"(21, 33)",Success,"(21, 33)","(36, 15)","(2, 11)"
0.9,Failure,"(4, 13)",Failure,"(4, 13)",Failure,"(4, 13)",Failure,"(4, 13)","(32, 29)","(30, 8)"
